,doc,sid,speaker,transcription,cleaned_transcription,translation,mix_to_spa,spa_to_mix
1675,2018-05-05-b,2018-05-05-b_000184,Faustino Rómulo Felipe,"Ko14o3 tu1ni4ni2 i4yo2 ji'4in(4)=2 ndi4 ko14o(3)=a2 i4xa(3)=e2 ndi4 ta1 xi4ka3 ku4u4 ba(3)=2 nda4kwa3tu(3)=2 ja'1a4=na2 ran4, ta1 xi4ka3 ku4u4 ba(3)=2,","Ko14o3 tu1ni4ni2 i4yo2 ji'4in(4)=2 ndi4 ko14o(3)=a2 i4xa(3)=e2 ndi4 ta1 xi4ka3 ku4u4 ba(3)=2 nda4kwa3tu(3)=2 ja'1a4=na2 ran4, ta1 xi4ka3 ku4u4 ba(3)=2,","No tengo problemas, voy a todas partes curando enfermos,","En el caso de los 3x2, el 1x4 es igual al 1x4 y el 1x4 es igual al 1x4.",left you with the problem.
1676,2018-05-05-b,2018-05-05-b_000185,Faustino Rómulo Felipe,"ya1 kan4 ba42 ndi4 nda4a2 ka'4an2=na1 ji'4in(4)=2 tan3 kwa'1an1 ba(3)=2 ran4, na1 ka'4an2 ba'1a3 ji'4in(4)=2 tan3 i3kan4 kwa'1an(1)=e1 ran4 tan3 na1 ka'4an2 ba'14a4 tan3 ku'14un1 bi4=2 ji'4in4=na2 ran4, ku'14un1=yu1 ji'4in4=na2 a1chi1 ndi4 na1 kan4 ndi4 na1, na1 i4xa3 ba'14a4 chi3ñu3 ku4u4=na2 ran4, a1be3,","ya1 kan4 ba42 ndi4 nda4a2 ka'4an2=na1 ji'4in(4)=2 tan3 kwa'1an1 ba(3)=2 ran4, na1 ka'4an2 ba'1a3 ji'4in(4)=2 tan3 i3kan4 kwa'1an(1)=e1 ran4 tan3 na1 ka'4an2 ba'14a4 tan3 ku'14un1 bi4=2 ji'4in4=na2 ran4, ku'14un1=yu1 ji'4in4=na2 a1chi1 ndi4 na1 kan4 ndi4 na1, na1 i4xa3 ba'14a4 chi3ñu3 ku4u4=na2 ran4, a1be3,","dondequiera que me llanan voy, pero si la gente no me habla bien no voy, sí.","En el caso de I3chi4 sa1bi4 i14i2, i3chi4 ánima ñu4ka'4an4.",: For the consultation with the hand.
1677,2018-05-05-b,2018-05-05-b_000186,Rey Castillo García,"Nda4a2, tan3 ya1 ni1-ka'1an(1)=on4 xa'1a4 ndu'1be4 tan42 ku4u4 tan42 i3in3 tan42 i3in3 i3chi4 ka4chi2=un4 ni1-ka'1an(1)=on4 xa'1a4 ndi4 ya1 ji4ni2=un4 nda3kwa3tu(3)=un4 ku4u4 ndi'3i(3)=a2 kan4.","Nda4a2, tan3 ya1 ni1-ka'1an(1)=on4 xa'1a4 ndu'1be4 tan42 ku4u4 tan42 i3in3 tan42 i3in3 i3chi4 ka4chi2=un4 ni1-ka'1an(1)=on4 xa'1a4 ndi4 ya1 ji4ni2=un4 nda3kwa3tu(3)=un4 ku4u4 ndi'3i(3)=a2 kan4.","Y cada uno de los rezos que mencionaste al principio, ¿los sabes de memoria todos?",¿Cuál es el número 3 de 1 ni1 ni1 ka'3yu4=ra2 ba42 ni1 ni1ndo1o(3) =a3?,": Yeah, like your hand, for example."
1678,2018-05-05-b,2018-05-05-b_000187,Faustino Rómulo Felipe,"Ba3 ndi4, kwa'1a4=e2 i4yo2, chi4tu4 nda4a2 u1ni1 <i>cientu</i> bi4=a2 nu14u3 tu3tu2=yu1.","Ba3 ndi4, kwa'1a4=e2 i4yo2, chi4tu4 nda4a2 u1ni1 cientu bi4=a2 nu14u3 tu3tu2=yu1.","Hay muchos rezos, tengo como trescientos rezos diferentes en mi libreta.","En el caso de los ejemplos, el ejemplos 4 y 4 se encuentran en 1.",. My name is King Castillo García.
1679,2018-05-05-b,2018-05-05-b_000188,Faustino Rómulo Felipe,"A1be3, lu14u3, lu14u3, a1be3 ñu'4u4 ndi'3i(3)=a2 ji1ni4=2 ran4 ya1 sa14-kwa'3a(3)=2 ku4u4 ndi'3i(3)=a2 ran4, tu'1un3 i4sa1bi4 ku4u4 ndi'3i(3)=a2 ran4, ka4chi2[=yu1]ji'4in4=ndo4 lu14u(3)=a2 ka4chi2[=yu1]ji'4in4=ndo4 lu14u3 ba42 ña1a4.","A1be3, lu14u3, lu14u3, a1be3 ñu'4u4 ndi'3i(3)=a2 ji1ni4=2 ran4 ya1 sa14-kwa'3a(3)=2 ku4u4 ndi'3i(3)=a2 ran4, tu'1un3 i4sa1bi4 ku4u4 ndi'3i(3)=a2 ran4, ka4chi2=yu1ji'4in4=ndo4 lu14u(3)=a2 ka4chi2=yu1ji'4in4=ndo4 lu14u3 ba42 ña1a4.","Sí, son muchos y todos los tengo en la memoria, todos los estudié de memoria, todo eso es mixteco.","Las hojas al estrujarse tienen un olor a mente,",) Constantine Theodore the Baptist.
1680,2018-05-05-b,2018-05-05-b_000189,Rey Castillo García,"Sa3kan4 bi4, tan3 ndi3sa4ku4u(4)=a2 ñu'4u4 ji1ni(4)=un4, <i>híjole</i>.","Sa3kan4 bi4, tan3 ndi3sa4ku4u(4)=a2 ñu'4u4 ji1ni(4)=un4, híjole.",¿Todo eso? ¿Y todos te los sabes de memoria? Híjoles.,"En el caso de los carpinteros, los carpinteros tienen un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 1 y un valor igual a 2 y un valor igual a 1 y un valor igual a 1 y un valor igual","said to the coyote,"
1681,2018-05-05-b,2018-05-05-b_000190,Faustino Rómulo Felipe,"Ni3 i3in3 <i>sumana</i> ko3nde3e3=ndo4 ni3, ni3 ndi14-ki'3in3 ndi'3i3=ndo4 tu'1un3 i4sa1bi4, lu14u3 tu'1un4 sa1bi4, a1be3 lu14u3 tu'1un3 i4sa1bi4.","Ni3 i3in3 sumana ko3nde3e3=ndo4 ni3, ni3 ndi14-ki'3in3 ndi'3i3=ndo4 tu'1un3 i4sa1bi4, lu14u3 tu'1un4 sa1bi4, a1be3 lu14u3 tu'1un3 i4sa1bi4.","Aunque pasen grabando una semana no van a terminar de grabarlo, es mucho.","Y en el caso de los que se encuentran en la ciudad de Córdoba, el número de personas que se encuentran en la ciudad de Córdoba es el número de personas que se encuentran en la ciudad de Córdoba y en la ciudad de Córdoba, el número de personas que se encuentran en la ciudad de Córdoba es el número de personas que se encuentran en la ciudad de Córdoba y el número de personas que se encuentran en la ciudad de Córdoba y el número de personas que se encuentran",told the coyote.
1682,2018-05-05-b,2018-05-05-b_000191,Faustino Rómulo Felipe,"Bi4xi1=ni42 ka'4an2=na1 ji'4in(4)=a2 mi4i4 kwa'1an(1)=e1, mi4i4 ka4ni(3)=a2 mi4i4 xa4xi24=a2 mi4i4 ndi4ka(2)=e2 nu14u3 i3ki4 nu14u3 tu1chi32 nu14u3 i3ki4 nu14u3 ku3ñu2 ndi4ka(2)=e2, ji1ni4=2 ñu'4u4 ndi'3i(3)=a2 kan4 ton4.","Bi4xi1=ni42 ka'4an2=na1 ji'4in(4)=a2 mi4i4 kwa'1an(1)=e1, mi4i4 ka4ni(3)=a2 mi4i4 xa4xi24=a2 mi4i4 ndi4ka(2)=e2 nu14u3 i3ki4 nu14u3 tu1chi32 nu14u3 i3ki4 nu14u3 ku3ñu2 ndi4ka(2)=e2, ji1ni4=2 ñu'4u4 ndi'3i(3)=a2 kan4 ton4.","Y algunos son bien difíciles, algunos dicen: ""ahí donde esta enfermedad está atacando, ahí donde muerde, ahí donde pega en la terminal del nervio, en la terminal del hueso y de la carne"", y todo eso lo tengo en la cabeza.",y en la cual se encuentra el número de personas en la que se encuentran las personas en la que se encuentran las personas en las que se encuentran las personas en las que se encuentran las personas en las que se encuentran las personas en las que se encuentran las personas en las que se encuentran las personas en las que se encuentran las personas en las que se encuentran las personas en las que se encuentran las personas en las que se encuentran las personas en las que se encuentran las personas en las que,. That was the whole story about
1683,2018-05-05-b,2018-05-05-b_000192,Faustino Rómulo Felipe,"A1be3, na4 ja1 i1xa14a3 ka'4an(2)=e2 ji'4in(4)=a2 tan3 nda1 mi3i4=2, nda1 mi3i4=2 ka4ni(3)=a2 ton4.","A1be3, na4 ja1 i1xa14a3 ka'4an(2)=e2 ji'4in(4)=a2 tan3 nda1 mi3i4=2, nda1 mi3i4=2 ka4ni(3)=a2 ton4.","Cuando empiezo a rezar esas palabras hasta me atacan a mí mismo, son muy poderosas.",N1 be4lu2 ku4u4=n2 ka4tu3u3=n2 i3tun4 ran4.,", they were respectful people."
1684,2018-05-05-b,2018-05-05-b_000193,Faustino Rómulo Felipe,"A1be3 nda1 mi3i4=2 ka4ni(3)=a2 ton4, i4yo(2)=a2 xa1tu1=ni42 ran4, i4yo(2)=a2 xa1tu1=ni42, ya1 i3chi4 xa1tu1 xa1tu1 kan4 ndi4 kwa'1a4=ni42 na1 ku4ni(2)=a2,","A1be3 nda1 mi3i4=2 ka4ni(3)=a2 ton4, i4yo(2)=a2 xa1tu1=ni42 ran4, i4yo(2)=a2 xa1tu1=ni42, ya1 i3chi4 xa1tu1 xa1tu1 kan4 ndi4 kwa'1a4=ni42 na1 ku4ni(2)=a2,","Sí, me ataca hasta a mí mismo, porque hay algunos rezos que son muy poderosos, muy venenosos, y esos rezos mucha gente lo quiere,","El señor de la columna i4ndu'3u4 yo'4o4, columna.",: Those are the little kids.
1685,2018-05-05-b,2018-05-05-b_000194,Faustino Rómulo Felipe,ta1 ta4u3ni2 Nufre ndi4 nda'4bi2=lu3 ku4u4=ra2 nu14u(3)=a2 ku4ni2=ra(1)=e1 tan3,ta1 ta4u3ni2 Nufre ndi4 nda'4bi2=lu3 ku4u4=ra2 nu14u(3)=a2 ku4ni2=ra(1)=e1 tan3,"el señor Onofre quería que yo le enseñara uno de esos rezos,",I3in3 santo cu4u4 ba3=na2 na4 ka3chi2=o4 ran4.,", I'm forty-five years old."
1686,2018-05-05-b,2018-05-05-b_000195,Faustino Rómulo Felipe,"Xa'1an1=yu1 nda13kwa3tu(3)=2 xa'1a4=ra3, u1ni1 ta'4an2 ti4 ndi1bi4 chi13ka(2)=e2 <i>cuenta</i> xa'1a4=ra2 tan3 ni1-sa3ña4 ni3i4 ka'3a4=ra2 ndi4 pon3to42 i4nde4e4 ni1i4, tio1to1 ni1i4 ka'3a4=ra2, ndi4 ka3xa4ti24=ra2 ke4e4 ni1i4.","Xa'1an1=yu1 nda13kwa3tu(3)=2 xa'1a4=ra3, u1ni1 ta'4an2 ti4 ndi1bi4 chi13ka(2)=e2 cuenta xa'1a4=ra2 tan3 ni1-sa3ña4 ni3i4 ka'3a4=ra2 ndi4 pon3to42 i4nde4e4 ni1i4, tio1to1 ni1i4 ka'3a4=ra2, ndi4 ka3xa4ti24=ra2 ke4e4 ni1i4.","Fui a rezar por él estaba enfermo, sólo con tres huevos y logré curarlo, estaba soltando sangre por el recto.","Ya1kan3, ya4nda2 is1tan4=2 Tina Luciana ba43.",in the morning when it blooms
1687,2018-05-05-b,2018-05-05-b_000196,Rey Castillo García,"Ba143 ba'1a3 na4tu2 na1 yu4bi24 ba143 ba'1a3 ji1ni4, na1 ba143 ba'1a3 i3ni2 tan3, na1 ba143 ba'1a3 i3ni2 ran4.","Ba143 ba'1a3 na4tu2 na1 yu4bi24 ba143 ba'1a3 ji1ni4, na1 ba143 ba'1a3 i3ni2 tan3, na1 ba143 ba'1a3 i3ni2 ran4.","Y no está bien que lo tenga cualquier persona, si las personas son malas pueden hacer muchas maldades.",En el caso de la C1a4a4a4a4a4a4a2=n1a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a4a,: I'm 52 years old.
1688,2018-05-05-b,2018-05-05-b_000197,Faustino Rómulo Felipe,"Kis13ta'4ni(3)=2 kwe'1e1 tan3 nda13kwa3tu(3)=2 i1xa14a3 ka'4an2=ra1 ji'4in(4)=2 ndi4 nda4a2 ba42, nda4a2 ba42 ni1-ki'3in(3)=un4 i3chi4 ña1a4 ka4chi2=ra1 ji'4in(4)=2, ba143 ka'4an2=ra1 ba143 nda4-kwi3in3=ra2 i4ndu'3u4=ra2 nda4kwa3tu3 nda4kwa3tu(3)=2,","Kis13ta'4ni(3)=2 kwe'1e1 tan3 nda13kwa3tu(3)=2 i1xa14a3 ka'4an2=ra1 ji'4in(4)=2 ndi4 nda4a2 ba42, nda4a2 ba42 ni1-ki'3in(3)=un4 i3chi4 ña1a4 ka4chi2=ra1 ji'4in(4)=2, ba143 ka'4an2=ra1 ba143 nda4-kwi3in3=ra2 i4ndu'3u4=ra2 nda4kwa3tu3 nda4kwa3tu(3)=2,","Así que cuando me escuchó rezar y saqué la enfermedad me preguntó: ""¿dónde conseguiste ese rezo?, me dijo. Yo no le contestaba, seguía rezando,","En el caso de los tres, el número de cuatro es igual al número de cuatro, el número de cuatro es igual al número de cuatro, el número de cuatro es igual al número de cuatro, el número de cuatro es igual al número de cuatro, y el número de cuatro es igual al número de cuatro.","and then the rabbit said,"
1689,2018-05-05-b,2018-05-05-b_000198,Faustino Rómulo Felipe,"ka4chi2=ra1 ji'4in(4)=2 ndi4 so'3o3 ka'1an(1)=on4 ji'4in(4)=a2 ka4chi2=ra1 ji'4in(4)=2, so'3o3 ka'1an(1)=on4 ji'4in(4)=a2 so'3o3 ka'1an(1)=on4 ji'4in(4)=a2, tan3 ba143 nda4-kwi3in3 bi4=2 yu'3u4=ra2 ndi4,","ka4chi2=ra1 ji'4in(4)=2 ndi4 so'3o3 ka'1an(1)=on4 ji'4in(4)=a2 ka4chi2=ra1 ji'4in(4)=2, so'3o3 ka'1an(1)=on4 ji'4in(4)=a2 so'3o3 ka'1an(1)=on4 ji'4in(4)=a2, tan3 ba143 nda4-kwi3in3 bi4=2 yu'3u4=ra2 ndi4,","y me decía que le dijera de cierta manera al rezo, pero yo no le contestaba,",El 1a3b3a3a4a4a3b2a1a1a1a1a1a1a1a4a4a3a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a2a1a1a1a1a1a2a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a,": ""It's all right"", said the donkey."
1690,2018-05-05-b,2018-05-05-b_000199,Faustino Rómulo Felipe,"ya1 ji4ni2 mi3i4 ba3 yu'1u1 ba143 ni4-sa4-na'1a1 ta1 kan4 yu'1u1 ran4, i4yo2 ta1 ni1-sa14-na'1a1 ba3 yu'1u1,","ya1 ji4ni2 mi3i4 ba3 yu'1u1 ba143 ni4-sa4-na'1a1 ta1 kan4 yu'1u1 ran4, i4yo2 ta1 ni1-sa14-na'1a1 ba3 yu'1u1,","yo rezaba lo que sabía, él no me enseñó, yo tuve mi propio maestro,",y3o3o no1u3u4u4u1u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3u3,"thou art not of life""."
1691,2018-05-05-b,2018-05-05-b_000200,Faustino Rómulo Felipe,"ta1 ña1a4 ndi4 i3chi4 ña1a4 ni'4i4 ta1 Lariu Camila tan3 ta1 ña1a4 ku4u4 ta1 ku4ni2=ni42=yu1 ji4ni2[=yu1]i3chi4 ña1a4 tan3 ku14ni2=ra1 ta3xi3=ra(2)=e2 nda'3a4=2 ran4 pi42, ka4chi2=ra1.","ta1 ña1a4 ndi4 i3chi4 ña1a4 ni'4i4 ta1 Lariu Camila tan3 ta1 ña1a4 ku4u4 ta1 ku4ni2=ni42=yu1 ji4ni2=yu1i3chi4 ña1a4 tan3 ku14ni2=ra1 ta3xi3=ra(2)=e2 nda'3a4=2 ran4 pi42, ka4chi2=ra1.","y ese señor Onofre dijo: ""ese rezo lo tiene el señor Lario Camila y se lo he pedido pero no me lo quiere dar"", dijo.","En el caso de los cuatro, el número es igual al de los cuatro, el número es igual al de los cuatro, el número es igual al de los cuatro, el número es igual al de los cuatro, el número es igual al de los cuatro, y el número es igual al de los cuatro, el número es igual al de los cuatro, y el número es igual al de los cuatro, y el número es igual al de los cuatro, y el número es igual al de los cuatro, y el número es igual al de los cuatro, y el número es igual al de los cuatro.",'s son was a boy.
1692,2018-05-05-b,2018-05-05-b_000201,Faustino Rómulo Felipe,"""Bi3tin3 ndi4 xi14ko(3)=on4 i3chi4 ña1a4 ki'3in(3)=2, yo'4o1 ku4u4 ta1 i4yo2 i3chi4, i3chi4 xa1tu1=ni42"",","""Bi3tin3 ndi4 xi14ko(3)=on4 i3chi4 ña1a4 ki'3in(3)=2, yo'4o1 ku4u4 ta1 i4yo2 i3chi4, i3chi4 xa1tu1=ni42"",","""Ahora que me di cuenta que tú lo tienes, véndemelo, ese rezo es muy poderoso"",",¿Cuál es la diferencia entre el 1 y el 3 y el 1 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 3 y el 4 y el 3?,"or where he told a story,"
1693,2018-05-05-b,2018-05-05-b_000202,Faustino Rómulo Felipe,"ta1 kan4 ta1, ta1 ka'4an2, ka'4an2, ka4chi2 bi4 ta1, ta1 Lalo se'1e(3)=an4 Tecla ndi4","ta1 kan4 ta1, ta1 ka'4an2, ka'4an2, ka4chi2 bi4 ta1, ta1 Lalo se'1e(3)=an4 Tecla ndi4","luego me dijo: ""me ha dicho Lalo el hijo de doña Tecla,","En el caso de los tres, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4o, el 4","died, each one of them."
1694,2018-05-05-b,2018-05-05-b_000203,Faustino Rómulo Felipe,"ko14o3 chi4chi3 i3chi4 xa1tu1 ji4ni2 yo'4o1 ka4chi2=ra1 ka'4an2=ra1 ji'4in(4)=2 ki4xi3=ra2 yo'4o4 ta4ba4=ra2 kwe'1e1 xa'1a4=2,","ko14o3 chi4chi3 i3chi4 xa1tu1 ji4ni2 yo'4o1 ka4chi2=ra1 ka'4an2=ra1 ji'4in(4)=2 ki4xi3=ra2 yo'4o4 ta4ba4=ra2 kwe'1e1 xa'1a4=2,","que tú no sabes nada de rezos buenos, me dijo cuando venía a curarme,","En el caso de los que se encuentran en la ciudad, el número de personas que se encuentran en la ciudad es el número de personas que se encuentran en la ciudad, el número de personas que se encuentran en la ciudad, el número de personas que se encuentran en la ciudad, el número de personas que se encuentran en la ciudad, el número de personas que se encuentran en la ciudad, el número de personas que se encuentran en la ciudad, el número de personas que se encuentran en la ciudad, el número de","they are evil spirits,"
1695,2018-05-05-b,2018-05-05-b_000204,Faustino Rómulo Felipe,"<i>la verga</i> su14u3 ta1 ko14o3 i3chi4 xa1tu1 ji4ni2 ku4u(4)=un4, ta1 xa1tu1=ni42 yu'3u4 ku4u(4)=un4 ran3 pi42, ka4chi2=ra1"".","la verga su14u3 ta1 ko14o3 i3chi4 xa1tu1 ji4ni2 ku4u(4)=un4, ta1 xa1tu1=ni42 yu'3u4 ku4u(4)=un4 ran3 pi42, ka4chi2=ra1"".","pero tienes muchos rezos poderosos, hermano"", dijo.",3a3a3a3a3a3a3a3a3a3a3a3a3a3a3a3a3a3a3a1a1a1a1a1a1a1a1a3a3a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1a1,": It's mixed, but it's hard."
1696,2018-05-05-b,2018-05-05-b_000205,Faustino Rómulo Felipe,"""Xa1tu1=ni42 yu'3u(4)=un4 ran3 pi42, nda3si4=ni42 xa1tu1 yu'3u(4)=un4"", ka4chi2=ra1, ja143 chi3ka2=yu1 <i>cuenta</i> xa'1a4=ra2 ti'13bi3 nda3a(2)=e2=ra1 tan3 chi13ka(2)=e2 u1ni1 ta'4an2 ndi1bi4 chi13ka(2)=e2 tan3","""Xa1tu1=ni42 yu'3u(4)=un4 ran3 pi42, nda3si4=ni42 xa1tu1 yu'3u(4)=un4"", ka4chi2=ra1, ja143 chi3ka2=yu1 cuenta xa'1a4=ra2 ti'13bi3 nda3a(2)=e2=ra1 tan3 chi13ka(2)=e2 u1ni1 ta'4an2 ndi1bi4 chi13ka(2)=e2 tan3","""Tienes rezo muy poderoso"", dijo, así que le hice unos rezos con tres huevos y",¿Cuál es el nombre de la 2a? 2a? 1a? 2a? 2a? 2a? 2a? 2a? 2a? 2a? 2a? 2a? 2a? 2a? 2a? 2a? 2a? 2a? 3a? 2a? 3a? 2a? 3a? 3a? 3a? 3a? 3a? 3a? 3a? 3a? 3a? 3a? 3a? 3a? 3a? 3a? 3a? 3a,": It's mixed, but it's hard."
1697,2018-05-05-b,2018-05-05-b_000206,Faustino Rómulo Felipe,"na4 ku'1un(1)=i1 ki3xi(3)=2 ki14tu3 ka4chi2[=yu1]ji'4in4=ra3, ba'1a3 ba3. I3kan4 ni1-xa1a(1)=e1 ni1ki4tu3 ndi4 i4ndu'3u4=ra2 ndi4, kwa'4an2 ki'1in(3)=un4 ta1kwi42 bi1xi1 ko'3o3=ra3.","na4 ku'1un(1)=i1 ki3xi(3)=2 ki14tu3 ka4chi2=yu1ji'4in4=ra3, ba'1a3 ba3. I3kan4 ni1-xa1a(1)=e1 ni1ki4tu3 ndi4 i4ndu'3u4=ra2 ndi4, kwa'4an2 ki'1in(3)=un4 ta1kwi42 bi1xi1 ko'3o3=ra3.","le dije: ""mañana vengo"". Cuando llegué en la mañana luego mandó a traer refresco para mí.","El 1a, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el 1o, el",: That consultation is bigger.
1698,2018-05-05-b,2018-05-05-b_000207,Faustino Rómulo Felipe,"""<i>Cerveza</i> ki'3in(3)=un4=lu3 i3nda14 <i>cartón</i> ki3xi3 ji'4in(4)=un4 ko'3o3=ra3"", ta13xi3=ra2 <i>cartón cerveza</i> ni1-xi'3i(3)=2, [...],","""Cerveza ki'3in(3)=un4=lu3 i3nda14 cartón ki3xi3 ji'4in(4)=un4 ko'3o3=ra3"", ta13xi3=ra2 cartón cerveza ni1-xi'3i(3)=2,","""Mejor tráete un cartón de cervezas"", me dio un cartón de cervezas.",Se 1e ((3) = o4 cu4u4 na1 ka'4an2 = e4 xa1a4 ran4.,: There's a cross. That's it.
1699,2018-05-05-b,2018-05-05-b_000208,Faustino Rómulo Felipe,"""Ta13xi3=ra2 i3in3 <i>cartón cerveza</i> xi'13i(3)=2 ton4"".","""Ta13xi3=ra2 i3in3 cartón cerveza xi'13i(3)=2 ton4"".","""Me dio un cartón de cervezas, mira"".","A1be3, na1 ni1-xi1ka3 chi4ñu3 cu4u4 cu4u4 y1 kan4.","people do bad things, they get hurt."
1700,2018-05-05-b,2018-05-05-b_000209,Rey Castillo García,"Ndi'13i3 tan3 ni1-ku3-tu'1ba3 ba(3)=on4 ran4, tan3 ni1-..., ja1 ni1-nda3tu'4un(4)=un4 ndi4 i3in3 ta1 <i>amigu</i>=un4 ta1, ya1kan3,","Ndi'13i3 tan3 ni1-ku3-tu'1ba3 ba(3)=on4 ran4, tan3 ja1 ni1-nda3tu'4un(4)=un4 ndi4 i3in3 ta1 amigu=un4 ta1, ya1kan3,","Entonces aprendiste, ya nos contaste que tuviste un amigo,",en3ka4ni24 tan3 ni1 ki3xa2a2 ba3 ni3ba'4yu1,": There, look, there came out, look."
1701,2018-05-05-b,2018-05-05-b_000210,Rey Castillo García,"ta1 San Miguel ku4u4=ra2 ni1-sa14-na'1a1=ra1 yo'4o1 ka4chi2=un4, tan3 bi3tin3 ndi4 nda3tu'4un(4)=un4 yo3o3 ka1 ku4u4 na1 ni1-sa14-na'1a1=na1 yo'4o1 nda4a(2)=e2 ba42 ni1-sa14-na'1a1=na1 yo'4o1 ba3, nda4a(2)=e2 ba42, ya1kan3, ndi3sa4ku4u(4)=a2 ni1-ku3-tu'1ba3 ba(3)=on4 ran4.","ta1 San Miguel ku4u4=ra2 ni1-sa14-na'1a1=ra1 yo'4o1 ka4chi2=un4, tan3 bi3tin3 ndi4 nda3tu'4un(4)=un4 yo3o3 ka1 ku4u4 na1 ni1-sa14-na'1a1=na1 yo'4o1 nda4a(2)=e2 ba42 ni1-sa14-na'1a1=na1 yo'4o1 ba3, nda4a(2)=e2 ba42, ya1kan3, ndi3sa4ku4u(4)=a2 ni1-ku3-tu'1ba3 ba(3)=on4 ran4.","de San Miguel que te enseñó, ahora platícanos quiénes más te enseñaron, qué te enseñaron.",el cuadro 4 es el cuadro 4 y el cuadro 4 es el cuadro 4 y el cuadro 4 es el cuadro 4 y el cuadro 4 es el cuadro 4 y el cuadro 4 es el cuadro 4 y el cuadro 4 es el cuadro 4 y el cuadro 4 es el cuadro 4 y el cuadro 4 es el cuadro 4 y el cuadro 4 y el cuadro 4 y el cuadro 4 y el cuadro 4 y el cuadro 4 y el cuadro 4 y el cuadro 4 y el cuadro 4 y el,", and then heals people."
1702,2018-05-05-b,2018-05-05-b_000211,Faustino Rómulo Felipe,"Ta1 kan4 ku4u4 ta1 ta13xi3=ra2 kwa'1a4 i3chi4 ta13xi3 ba3=ra2 ndi4, kwa'1a4=ni42 i3chi4 i4yo2 ji'4in4 ta1 kan4 i3chi4 ta4si1 ran4, nda4kwa3tu3=na2 ja'1a4 na1 ku'4u2 nda4kwa3tu3=na2, tu4un2=ra1 ñu'3u2 tu4un2=ra1 xi4to3=ra2.","Ta1 kan4 ku4u4 ta1 ta13xi3=ra2 kwa'1a4 i3chi4 ta13xi3 ba3=ra2 ndi4, kwa'1a4=ni42 i3chi4 i4yo2 ji'4in4 ta1 kan4 i3chi4 ta4si1 ran4, nda4kwa3tu3=na2 ja'1a4 na1 ku'4u2 nda4kwa3tu3=na2, tu4un2=ra1 ñu'3u2 tu4un2=ra1 xi4to3=ra2.","Sí, él me enseñó muchos rezos para curar enfermedades provocadas por brujería, también, me enseñó rezos para sacar consulta por medio de la flama de la vela, o por medio de la mano.","En el caso de los tres, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro, el de los cuatro",": And this is gonna be left here and,"
